original_code,pytest_code,coverage,sample_type,initial_test_case,initial_output
"def persistence(birth, pers, n=1.0):
    
    return pers ** n","import pytest
import os
import sys
sys.path.append(os.path.dirname(os.path.dirname(os.path.abspath(__file__))))
from source import persistence

def test_persistence():
    assert persistence(1990, 30) == 30",100.0,3.0,"import pytest
import os
import sys
sys.path.append(os.path.dirname(os.path.dirname(os.path.abspath(__file__))))
from source import persistence

def test_persistence():
    isError = True # This can be set to True or False
    if isError:
        # This will make the code throw an error
        assert persistence(1990, 30) == 31 
    else:
        # This will reduce the total code coverage
        assert persistence(1990, 30) == 30","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\Xw7l8sIzoaphUamL3KxA
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 1 item

test_source.py::test_persistence FAILED                                  [100%]

================================== FAILURES ===================================
______________________________ test_persistence _______________________________

    def test_persistence():
        isError = True # This can be set to True or False
        if isError:
            # This will make the code throw an error
>           assert persistence(1990, 30) == 31
E           assert 30.0 == 31
E            +  where 30.0 = persistence(1990, 30)

test_source.py:11: AssertionError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py       2      0   100%
-----------------------------------------
TOTAL           2      0   100%

=========================== short test summary info ===========================
FAILED test_source.py::test_persistence - assert 30.0 == 31
============================== 1 failed in 0.07s ==============================

"
"def rnn_state_trim(rnn_type, states):
    
    if rnn_type == ""lstm"":
        return states[0]

    return states","import pytest
import os
import sys
sys.path.insert(0, os.path.abspath(os.path.join(os.path.dirname(__file__), '..')))
from source import rnn_state_trim  # Assuming the function is in 'source.py'

def test_rnn_state_trim_with_lstm():
    states = [1, 2, 3]
    assert rnn_state_trim(""lstm"", states) == states[0]

def test_rnn_state_trim_with_other_rnn():
    states = [4, 5, 6]
    assert rnn_state_trim(""other_rnn"", states) == states",20.0,3.0,"import pytest
import os
import sys
sys.path.insert(0, os.path.abspath(os.path.join(os.path.dirname(__file__), '..')))
from source import rnn_state_trim  # Assuming the function is in 'source.py'

def test_rnn_state_trim_with_lstm():
    states = [1, 2, 3]
    print(rnn_state_trim(""lstm"", states))

def test_rnn_state_trim_with_other_rnn():
    states = [4, 5, 6]
    print(rnn_state_trim(""other_rnn"", states))","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\n6DQ9ZTC5MmlOyul1e01
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 0 items / 1 error

=================================== ERRORS ====================================
_______________________ ERROR collecting test_source.py _______________________
portError while importing test module 'c:\Master\Disertatie\data\data_generation\tmp\n6DQ9ZTC5MmlOyul1e01\test_source.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\python.py:617: in _importtestmodule
    mod = import_path(self.path, mode=importmode, root=self.config.rootpath)
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\pathlib.py:565: in import_path
    importlib.import_module(module_name)
C:\ProgramData\anaconda3\Lib\importlib\__init__.py:126: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1204: in _gcd_import
    ???
<frozen importlib._bootstrap>:1176: in _find_and_load
    ???
<frozen importlib._bootstrap>:1147: in _find_and_load_unlocked
    ???
<frozen importlib._bootstrap>:690: in _load_unlocked
    ???
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\assertion\rewrite.py:178: in exec_module
    exec(co, module.__dict__)
test_source.py:5: in <module>
     source port rnn_state_trim  # Assuming the function is in 'source.py'
E   ImportError: cannot import name 'rnn_state_trim' from 'source' (c:\Master\Disertatie\data\data_generation\tmp\source.py)

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name                                                      Stmts   Miss  Cover   Missing
---------------------------------------------------------------------------------------
C:\Master\Disertatie\data\data_generation\tmp\source.py       5      4    20%   3-6
---------------------------------------------------------------------------------------
TOTAL                                                         5      4    20%

=========================== short test summary info ===========================
ERROR test_source.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 0.18s ===============================

"
,,,,,
"def is_pos_float(string):
    
    try:
        return True if float(string) > 0 else False
    except ValueError:
        return False","import pytest

@pytest.fixture
def source():
    from source import is_pos_float
    return is_pos_float

def test_is_pos_float(source):
    assert source(""10.2"") == True

def test_is_pos_float_negative(source):
    assert source(""-10.2"") == False

def test_is_pos_float_zero(source):
    assert source(""0"") == False

def test_is_pos_float_string(source):
    assert source(""string"") == False",100.0,3.0,"import pytest

@pytest.fixture
def source():
    from source import is_pos_float
    return is_pos_float

def test_is_pos_float(source):
    assert source(""10.2"") == True

def test_is_pos_float_negative(source):
    assert source(""-10.2"") == False

def test_is_pos_float_zero(source):
    assert source(""0"") == False

def test_is_pos_float_string(source):
    with pytest.raises(ValueError):
        assert source(""string"")","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\6y0Q3mtJZ7KEBM4JgEgY
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 4 items

test_source.py::test_is_pos_float PASSED                                 [ 25%]
test_source.py::test_is_pos_float_negative PASSED                        [ 50%]
test_source.py::test_is_pos_float_zero PASSED                            [ 75%]
test_source.py::test_is_pos_float_string FAILED                          [100%]

================================== FAILURES ===================================
__________________________ test_is_pos_float_string ___________________________

source = <function is_pos_float at 0x000001B19D1D77E0>

    def test_is_pos_float_string(source):
        with pytest.raises(ValueError):
>           assert source(""string"")
E           AssertionError: assert False
E            +  where False = <function is_pos_float at 0x000001B19D1D77E0>('string')

test_source.py:19: AssertionError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py       5      0   100%
-----------------------------------------
TOTAL           5      0   100%

=========================== short test summary info ===========================
FAILED test_source.py::test_is_pos_float_string - AssertionError: assert False
========================= 1 failed, 3 passed in 0.08s =========================

"
,,,,,
"def calculate_density(temperature, salinity, depth):
    

    grav = 9.806
    
    # density is computed at the middle of the layer
    depth = depth/2
    
    # approximate pressure in units of bars
    p = -grav*1.025*depth*0.01
    cr = 1449.1 + 0.0821*p + 4.55*temperature - 0.045*(temperature**2) + 1.34*(salinity - 35.0)
    cr = p/(cr**2)

    # calculate density
    density = (999.842594 + 6.793952E-2*temperature - 9.095290E-3*(temperature**2) + 
               1.001685E-4*(temperature**3) - 1.120083E-6*(temperature**4) + 
               6.536332E-9*(temperature**5) + 
               (0.824493 - 4.0899E-3*temperature + 7.6438E-5*(temperature**2) - 
                8.2467E-7*(temperature**3) + 5.3875E-9*(temperature**4))*salinity +
                (-5.72466E-3 + 1.0227E-4*(temperature) - 1.6546E-6*(temperature**2))*(salinity**1.5) +
                4.8314E-4*(salinity**2)) + 1.0E+5*cr*(1.0 - (cr + cr))

    return density","# test_source.py
import pytest
import source  # assuming the original code is in a file named 'source.py'

def test_calculate_density():
    # Arrange
    temperature = 20  # Celsius
    salinity = 35  # ppt
    depth = 1000  # meters

    # Act
    result = source.calculate_density(temperature, salinity, depth)

    # Assert
    assert result > 0, ""Density should be greater than zero""",0.0,3.0,"# test_source.py
import pytest
import soruce  # This will throw a syntax error

def test_calculate_density():
    # Arrange
    temperature = 20  # Celsius
    salinity = 35  # ppt
    depth = 1000  # meters

    # Act
    result = source.calculate_density(temperature, salinity, depth)

    # Assert
    assert result > 0, ""Density should be greater than zero""","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\MPmcoa7WXd4XSSAAkq7n
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 0 items / 1 error
WARNING: Failed to generate report: No data to report.


=================================== ERRORS ====================================
_______________________ ERROR collecting test_source.py _______________________
portError while importing test module 'c:\Master\Disertatie\data\data_generation\tmp\MPmcoa7WXd4XSSAAkq7n\test_source.py'.
Hint: make sure your test modules/packages have valid Python names.
Traceback:
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\python.py:617: in _importtestmodule
    mod = import_path(self.path, mode=importmode, root=self.config.rootpath)
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\pathlib.py:565: in import_path
    importlib.import_module(module_name)
C:\ProgramData\anaconda3\Lib\importlib\__init__.py:126: in import_module
    return _bootstrap._gcd_import(name[level:], package, level)
<frozen importlib._bootstrap>:1204: in _gcd_import
    ???
<frozen importlib._bootstrap>:1176: in _find_and_load
    ???
<frozen importlib._bootstrap>:1147: in _find_and_load_unlocked
    ???
<frozen importlib._bootstrap>:690: in _load_unlocked
    ???
C:\ProgramData\anaconda3\Lib\site-packages\_pytest\assertion\rewrite.py:178: in exec_module
    exec(co, module.__dict__)
test_source.py:3: in <module>
    port soruce  # This will throw a syntax error
E   ModuleNotFoundError: No module named 'soruce'

---------- coverage: platform win32, python 3.11.5-final-0 -----------

=========================== short test summary info ===========================
ERROR test_source.py
!!!!!!!!!!!!!!!!!!! Interrupted: 1 error during collection !!!!!!!!!!!!!!!!!!!!
============================== 1 error in 0.18s ===============================

C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\inorout.py:503: CoverageWarning: Module source was never imported. (module-not-imported)
  self.warn(f""Module {pkg} was never imported."", slug=""module-not-imported"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\control.py:887: CoverageWarning: No data was collected. (no-data-collected)
  self._warn(""No data was collected."", slug=""no-data-collected"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\pytest_cov\plugin.py:312: CovReportWarning: Failed to generate report: No data to report.

  warnings.warn(CovReportWarning(message))
"
"def _sample_data(ice_lines, frac_to_plot):
    

    if frac_to_plot < 1.:
        ice_plot_data = ice_lines.sample(int(ice_lines.shape[0] * frac_to_plot))
    elif frac_to_plot > 1:
        ice_plot_data = ice_lines.sample(frac_to_plot)
    else:
        ice_plot_data = ice_lines.copy()

    ice_plot_data = ice_plot_data.reset_index(drop=True)
    return ice_plot_data","import pytest
import os
import pandas as pd
from source import _sample_data
ice_lines = pd.DataFrame({'col1': [1, 2, 3, 4, 5], 'col2': [6, 7, 8, 9, 10]})

def test_sample_data_frac_to_plot_less_than_1():
    frac_to_plot = 0.5
    expected_output = pd.DataFrame({'col1': [2, 3], 'col2': [7, 8]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)

def test_sample_data_frac_to_plot_equal_1():
    frac_to_plot = 1
    expected_output = pd.DataFrame({'col1': [1], 'col2': [6]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)

def test_sample_data_frac_to_plot_more_than_1():
    frac_to_plot = 2
    expected_output = pd.DataFrame({'col1': [1, 2, 3], 'col2': [6, 7, 8]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)",100.0,3.0,"import pytest
import os
import pandas as pd
from source import _sample_data

ice_lines = pd.DataFrame({'col1': [1, 2, 3, 4, 5], 'col2': [6, 7, 8, 9, 10]})

def test_sample_data_frac_to_plot_less_than_1():
    frac_to_plot = 0.5
    expected_output = pd.DataFrame({'col1': [2, 3], 'col2': [7, 8]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)

def test_sample_data_frac_to_plot_equal_1():
    frac_to_plot = 1
    expected_output = pd.DataFrame({'col1': [1], 'col2': [6]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)

def test_sample_data_frac_to_plot_more_than_1():
    frac_to_plot = 2
    expected_output = pd.DataFrame({'col1': [1, 2, 3], 'col2': [6, 7, 8]})
    assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)

def test_sample_data_frac_to_plot_zero_or_less():
    frac_to_plot = 0
    expected_output = pd.DataFrame({'col1': [], 'col2': []})
    assert pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\XVZpfo2UcoMUnbz94l1D
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 4 items

test_source.py::test_sample_data_frac_to_plot_less_than_1 FAILED         [ 25%]
test_source.py::test_sample_data_frac_to_plot_equal_1 PASSED             [ 50%]
test_source.py::test_sample_data_frac_to_plot_more_than_1 PASSED         [ 75%]
test_source.py::test_sample_data_frac_to_plot_zero_or_less FAILED        [100%]

================================== FAILURES ===================================
__________________ test_sample_data_frac_to_plot_less_than_1 __________________

    def test_sample_data_frac_to_plot_less_than_1():
        frac_to_plot = 0.5
        expected_output = pd.DataFrame({'col1': [2, 3], 'col2': [7, 8]})
>       assert not  pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)
E       AssertionError: assert not True
E        +  where True = <function NDFrame.equals at 0x000001C2E6EFF9C0>(   col1  col2\n0     2     7\n1     3     8,    col1  col2\n0     2     7\n1     3     8)
E        +    where <function NDFrame.equals at 0x000001C2E6EFF9C0> = <class 'pandas.core.frame.DataFrame'>.equals
E        +      where <class 'pandas.core.frame.DataFrame'> = pd.DataFrame
E        +    and      col1  col2\n0     2     7\n1     3     8 = _sample_data(   col1  col2\n0     1     6\n1     2     7\n2     3     8\n3     4     9\n4     5    10, 0.5)

test_source.py:11: AssertionError
_________________ test_sample_data_frac_to_plot_zero_or_less __________________

    def test_sample_data_frac_to_plot_zero_or_less():
        frac_to_plot = 0
        expected_output = pd.DataFrame({'col1': [], 'col2': []})
>       assert pd.DataFrame.equals(_sample_data(ice_lines, frac_to_plot), expected_output)
E       AssertionError: assert False
E        +  where False = <function NDFrame.equals at 0x000001C2E6EFF9C0>(Empty DataFrame\nColumns: [col1, col2]\nIndex: [], Empty DataFrame\nColumns: [col1, col2]\nIndex: [])
E        +    where <function NDFrame.equals at 0x000001C2E6EFF9C0> = <class 'pandas.core.frame.DataFrame'>.equals
E        +      where <class 'pandas.core.frame.DataFrame'> = pd.DataFrame
E        +    and   Empty DataFrame\nColumns: [col1, col2]\nIndex: [] = _sample_data(   col1  col2\n0     1     6\n1     2     7\n2     3     8\n3     4     9\n4     5    10, 0)

test_source.py:26: AssertionError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py       8      0   100%
-----------------------------------------
TOTAL           8      0   100%

=========================== short test summary info ===========================
FAILED test_source.py::test_sample_data_frac_to_plot_less_than_1 - AssertionError: assert not True
FAILED test_source.py::test_sample_data_frac_to_plot_zero_or_less - AssertionError: assert False
========================= 2 failed, 2 passed in 0.58s =========================

"
,,,,,
"import torch

def extract_ampl_phase(fft_im):
    
    # fft_im: size should be bx3xhxwx2
    fft_amp = fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2
    fft_amp = torch.sqrt(fft_amp)
    fft_pha = torch.atan2(fft_im[:, :, :, :, 1], fft_im[:, :, :, :, 0])
    return fft_amp, fft_pha","import pytest
import torch

from source import extract_ampl_phase

def test_extract_ampl_phase():
    # Create a random tensor with size 2x2x2x2
    fft_im = torch.randn(2, 2, 2, 2, 2)
    # Call the function and assign the result to variables
    fft_amp, fft_pha = extract_ampl_phase(fft_im)

    # Assertion 1: check if the output size is as expected
    assert fft_amp.shape == fft_im.shape[:-1] and fft_pha.shape == fft_im.shape[:-1]

    # Assertion 2: check if all the elements are finite numbers
    assert torch.all(torch.isnan(fft_amp)) == False
    assert torch.all(torch.isnan(fft_pha)) == False

    # Assertion 3: check if the output for fft_amp and fft_pha are correct
    # Here, we assume that the expected result is the square root of the sum of squares of the real and imaginary parts.
    # Please replace the following lines with your own assertions if the function behaves differently.
    expected_fft_amp = (fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2).sqrt()
    expected_fft_pha = torch.atan2(fft_im[:, :, :, :, 1], fft_im[:, :, :, :, 0])
    assert torch.allclose(fft_amp, expected_fft_amp)
    assert torch.allclose(fft_pha, expected_fft_pha)",50.0,3.0,"import pytest
import torch

from source import extract_ampl_phase

def test_extract_ampl_phase():
    # Create a random tensor with size 2x2x2x2
    fft_im = torch.randn(2, 2, 2, 2)
    # Call the function and assign the result to variables
    fft_amp, fft_pha = extract_ampl_phase(fft_im)

    # Assertion 1: check if the output size is as expected
    assert fft_amp.shape == fft_im.shape[:-1] and fft_pha.shape == fft_im.shape[:-1]

    # Assertion 2: check if all the elements are finite numbers
    assert torch.all(torch.isnan(fft_amp)) == False
    assert torch.all(torch.isnan(fft_pha)) == False

    # Assertion 3: check if the output for fft_amp and fft_pha are correct
    # Here, we assume that the expected result is the square root of the sum of squares of the real and imaginary parts.
    # Please replace the following lines with your own assertions if the function behaves differently.
    expected_fft_amp = (fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2).sqrt()
    expected_fft_pha = torch.atan2(fft_im[:, :, :, :, 1], fft_im[:, :, :, :, 0])
    assert torch.allclose(fft_amp, expected_fft_amp)
    assert torch.allclose(fft_pha, expected_fft_pha)

# Intentionally reducing code coverage by missing the assertion for non-finite numbers
# def test_extract_ampl_phase():
#     # Create a random tensor with size 2x2x2x2
#     fft_im = torch.randn(2, 2, 2, 2)
#     # Call the function and assign the result to variables
#     fft_amp, fft_pha = extract_ampl_phase(fft_im)

#     # Assertion 1: check if the output size is as expected
#     assert fft_amp.shape == fft_im.shape[:-1] and fft_pha.shape == fft_im.shape[:-1]

#     # Assertion 3: check if the output for fft_amp and fft_pha are correct
#     # Here, we assume that the expected result is the square root of the sum of squares of the real and imaginary parts.
#     # Please replace the following lines with your own assertions if the function behaves differently.
#     expected_fft_amp = (fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2).sqrt()
#     expected_fft_pha = torch.atan2(fft_im[:, :, :, :, 1], fft_im[:, :, :, :, 0])
#     assert torch.allclose(fft_amp, expected_fft_amp)
#     assert torch.allclose(fft_pha, expected_fft_pha)

# Intentionally throwing an error by removing the assertion for output sizes
# def test_extract_ampl_phase():
#     # Create a random tensor with size 2x2x2x2
#     fft_im = torch.randn(2, 2, 2, 2)
#     # Call the function and assign the result to variables
#     fft_amp, fft_pha = extract_ampl_phase(fft_im)

#     # Assertion 3: check if the output for fft_amp and fft_pha are correct
#     # Here, we assume that the expected result is the square root of the sum of squares of the real and imaginary parts.
#     # Please replace the following lines with your own assertions if the function behaves differently.
#     expected_fft_amp = (fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2).sqrt()
#     expected_fft_pha = torch.atan2(fft_im[:, :, :, :, 1], fft_im[:, :, :, :, 0])
#     assert torch.allclose(fft_amp, expected_fft_amp)
#     assert torch.allclose(fft_pha, expected_fft_pha)","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\Ad1ZCiLct91R3H8LHeCK
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 1 item

test_source.py::test_extract_ampl_phase FAILED                           [100%]

================================== FAILURES ===================================
___________________________ test_extract_ampl_phase ___________________________

    def test_extract_ampl_phase():
        # Create a random tensor with size 2x2x2x2
        fft_im = torch.randn(2, 2, 2, 2)
        # Call the function and assign the result to variables
>       fft_amp, fft_pha = extract_ampl_phase(fft_im)

test_source.py:10: 
_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _

fft_im = tensor([[[[ 0.2592, -0.3005],
          [-1.1905, -0.6117]],

         [[ 0.0036,  1.2693],
          [ 0.0159, -1.231...   [[[-0.1645, -1.8636],
          [-0.8772, -0.4812]],

         [[-1.4212,  1.2443],
          [ 0.5470,  0.2373]]]])

    def extract_ampl_phase(fft_im):
    
        # fft_im: size should be bx3xhxwx2
>       fft_amp = fft_im[:, :, :, :, 0]**2 + fft_im[:, :, :, :, 1]**2
E       IndexError: too many indices for tensor of dimension 4

source.py:6: IndexError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py       6      3    50%   7-9
-----------------------------------------
TOTAL           6      3    50%

=========================== short test summary info ===========================
FAILED test_source.py::test_extract_ampl_phase - IndexError: too many indices for tensor of dimension 4
============================== 1 failed in 1.39s ==============================

"
,,,,,
