original_code,pytest_code,coverage,sample_type,initial_test_case,initial_output
,,,,,
"def inverse_dictionary(dictionary):
    inversed_dictionary = {}
    for key, value in dictionary.items():
        if value not in inversed_dictionary:
            inversed_dictionary[value] = [key]
        else:
            inversed_dictionary[value].append(key)
    # Remove duplicate values
    inversed_dictionary = {key: value for key, value in inversed_dictionary.items() if len(value) == 1}
    return inversed_dictionary

# Test the function with the given example
dictionary = {1:'Apple', 2:'Orange', 3:'Banana', 4:'Apple'}
inversed_dictionary = inverse_dictionary(dictionary)
print(inversed_dictionary)","import pytest
from source import inverse_dictionary

def test_example():
    dictionary = {1: 'Apple', 2: 'Orange', 3: 'Banana', 4: 'Apple'}
    inversed_dictionary = inverse_dictionary(dictionary)
    assert inversed_dictionary == {'Orange': [2], 'Banana': [3]}",0.0,3.0,"def test_example():
    dictionary = {1: 'Apple', 2: 'Orange', 3: 'Banana', 4: 'Apple'}
    inversed_dictionary = inverse_dictionary(dictionary)
    assert inversed_dictionary['Pear'] == [4]  # This will raise a KeyError
    assert inversed_dictionary == {'Orange': [2], 'Banana': [3]}","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\QvUc2oFP2gpmnV21RHaD
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 1 item

test_source.py::test_example FAILED                                      [100%]WARNING: Failed to generate report: No data to report.



================================== FAILURES ===================================
________________________________ test_example _________________________________

    def test_example():
        dictionary = {1: 'Apple', 2: 'Orange', 3: 'Banana', 4: 'Apple'}
>       inversed_dictionary = inverse_dictionary(dictionary)
E       NameError: name 'inverse_dictionary' is not defined

test_source.py:3: NameError

---------- coverage: platform win32, python 3.11.5-final-0 -----------

=========================== short test summary info ===========================
FAILED test_source.py::test_example - NameError: name 'inverse_dictionary' is not defined
============================== 1 failed in 0.06s ==============================

C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\inorout.py:503: CoverageWarning: Module source was never imported. (module-not-imported)
  self.warn(f""Module {pkg} was never imported."", slug=""module-not-imported"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\control.py:887: CoverageWarning: No data was collected. (no-data-collected)
  self._warn(""No data was collected."", slug=""no-data-collected"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\pytest_cov\plugin.py:312: CovReportWarning: Failed to generate report: No data to report.

  warnings.warn(CovReportWarning(message))
"
,,,,,
,,,,,
,,,,,
"
try:
    # Code that may raise an exception
    num1 = 10
    num2 = 0
    result = num1 / num2  # Erroneous code that will raise ZeroDivisionError
    
except ZeroDivisionError:
    # Handling ZeroDivisionError
    print(""Error: Division by zero is not allowed."")

","import pytest
from source import num1, num2, result
def test_division():
    with pytest.raises(ZeroDivisionError):
        assert result == num1 / num2  # This will raise an exception because num2 is zero",0.0,3.0,,"============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\ubiiKRVDcqxFD8gVGxSL
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 0 items
WARNING: Failed to generate report: No data to report.



---------- coverage: platform win32, python 3.11.5-final-0 -----------

============================ no tests ran in 0.02s ============================

C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\inorout.py:503: CoverageWarning: Module source was never imported. (module-not-imported)
  self.warn(f""Module {pkg} was never imported."", slug=""module-not-imported"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\control.py:887: CoverageWarning: No data was collected. (no-data-collected)
  self._warn(""No data was collected."", slug=""no-data-collected"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\pytest_cov\plugin.py:312: CovReportWarning: Failed to generate report: No data to report.

  warnings.warn(CovReportWarning(message))
"
"
def repeat_last_two(string):
    # Base case: return the last two characters repeated in reverse order
    if len(string) == 2:
        return string[::-1] * 2
    # Recursive case: append the last character of the string to the result of the recursive call
    return repeat_last_two(string[:-1]) + string[-1]

# Example usage
print(repeat_last_two(""hello""))  # Output: ""lloll""
print(repeat_last_two(""12345""))  # Output: ""5454""
print(repeat_last_two(""a b! c""))  # Output: "" !c !c""
","import pytest
from source import repeat_last_two

def test_repeat_last_two():
    assert repeat_last_two('hello') == 'ehehllo'
    assert repeat_last_two('12345') == '2121345'
    assert repeat_last_two('a b! c') == ' a ab! c'",100.0,3.0,"import pytest
from source import repeat_last_two

def test_repeat_last_two():
    assert repeat_last_two('hello') == 'ehehllo'
    assert repeat_last_two('12345') == '2121345'
    assert repeat_last_two('a b! c') == ' a ab! c'
    assert repeat_last_two('python') == 'nohtyp' #New Bug introduced","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\xKs5AuYogGL0BHMqP9vv
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 1 item

test_source.py::test_repeat_last_two FAILED                              [100%]

================================== FAILURES ===================================
____________________________ test_repeat_last_two _____________________________

    def test_repeat_last_two():
        assert repeat_last_two('hello') == 'ehehllo'
        assert repeat_last_two('12345') == '2121345'
        assert repeat_last_two('a b! c') == ' a ab! c'
>       assert repeat_last_two('python') == 'nohtyp' #New Bug introduced
E       AssertionError: assert 'ypypthon' == 'nohtyp'
E         - nohtyp
E         + ypypthon

test_source.py:8: AssertionError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py       7      0   100%
-----------------------------------------
TOTAL           7      0   100%

=========================== short test summary info ===========================
FAILED test_source.py::test_repeat_last_two - AssertionError: assert 'ypypthon' == 'nohtyp'
============================== 1 failed in 0.07s ==============================

"
"
def find_equilibrium_indexes(arr):
    equilibrium_indexes = []
    total_sum = sum(arr)
    left_sum = 0
    
    for i in range(len(arr)):
        total_sum -= arr[i]
        
        if left_sum == total_sum:
            equilibrium_indexes.append(i)
            
        left_sum += arr[i]
        
    return equilibrium_indexes

arr = [-7, 1, 9, -4, 3, 2, 0]
equilibrium_indexes = find_equilibrium_indexes(arr)
print(equilibrium_indexes)
","import pytest
from source import find_equilibrium_indexes

def test_find_equilibrium_indexes():
    arr = [-7, 1, 9, -4, 3, 2, 0]
    assert find_equilibrium_indexes(arr) == []
    arr = [0, 0, 0]
    assert find_equilibrium_indexes(arr) == [0, 1, 2]
    arr = [-5, 2, -9, -2, -2, 7]
    assert find_equilibrium_indexes(arr) == []

def test_empty_array():
    arr = []
    assert find_equilibrium_indexes(arr) == []

def test_single_element_array():
    arr = [1]
    assert find_equilibrium_indexes(arr) == [0]

def test_negative_sum():
    arr = [-5, -6, 2, -3, 4]
    assert find_equilibrium_indexes(arr) == []",0.0,3.0,"def test_find_equilibrium_indexes():
    arr = [-7, 1, 9, -4, 3, 2, 0]
    assert find_equilibrium_indexes(arr) == []
    arr = [0, 0, 0]
    assert find_equilibrium_indexes(arr) == [0, 1, 2]
    arr = [-5, 2, -9, -2, -2, 7]
    assert find_equilibrium_indexes(arr) == []

def test_empty_array():
    arr = []
    assert find_equilibrium_indexes(arr) == []

def test_single_element_array():
    arr = [1]
    assert find_equilibrium_indexes(arr) == [0]

def test_negative_sum():
    arr = [-5, -6, 2, -3, 4]
    assert find_equilibrium_indexes(arr) == []

def test_one_element_array():
    arr = [1]
    assert find_equilibrium_indexes(arr) == []

def test_two_element_array():
    arr = [1, 0]
    assert find_equilibrium_indexes(arr) == [1]","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\kk23B9z2QcVsvbEgdR6w
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 6 items

test_source.py::test_find_equilibrium_indexes FAILED                     [ 16%]
test_source.py::test_empty_array FAILED                                  [ 33%]
test_source.py::test_single_element_array FAILED                         [ 50%]
test_source.py::test_negative_sum FAILED                                 [ 66%]
test_source.py::test_one_element_array FAILED                            [ 83%]
test_source.py::test_two_element_array FAILED                            [100%]WARNING: Failed to generate report: No data to report.



================================== FAILURES ===================================
________________________ test_find_equilibrium_indexes ________________________

    def test_find_equilibrium_indexes():
        arr = [-7, 1, 9, -4, 3, 2, 0]
>       assert find_equilibrium_indexes(arr) == []
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:3: NameError
______________________________ test_empty_array _______________________________

    def test_empty_array():
        arr = []
>       assert find_equilibrium_indexes(arr) == []
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:11: NameError
__________________________ test_single_element_array __________________________

    def test_single_element_array():
        arr = [1]
>       assert find_equilibrium_indexes(arr) == [0]
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:15: NameError
______________________________ test_negative_sum ______________________________

    def test_negative_sum():
        arr = [-5, -6, 2, -3, 4]
>       assert find_equilibrium_indexes(arr) == []
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:19: NameError
___________________________ test_one_element_array ____________________________

    def test_one_element_array():
        arr = [1]
>       assert find_equilibrium_indexes(arr) == []
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:23: NameError
___________________________ test_two_element_array ____________________________

    def test_two_element_array():
        arr = [1, 0]
>       assert find_equilibrium_indexes(arr) == [1]
E       NameError: name 'find_equilibrium_indexes' is not defined

test_source.py:27: NameError

---------- coverage: platform win32, python 3.11.5-final-0 -----------

=========================== short test summary info ===========================
FAILED test_source.py::test_find_equilibrium_indexes - NameError: name 'find_equilibrium_indexes' is not defined
FAILED test_source.py::test_empty_array - NameError: name 'find_equilibrium_indexes' is not defined
FAILED test_source.py::test_single_element_array - NameError: name 'find_equilibrium_indexes' is not defined
FAILED test_source.py::test_negative_sum - NameError: name 'find_equilibrium_indexes' is not defined
FAILED test_source.py::test_one_element_array - NameError: name 'find_equilibrium_indexes' is not defined
FAILED test_source.py::test_two_element_array - NameError: name 'find_equilibrium_indexes' is not defined
============================== 6 failed in 0.08s ==============================

C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\inorout.py:503: CoverageWarning: Module source was never imported. (module-not-imported)
  self.warn(f""Module {pkg} was never imported."", slug=""module-not-imported"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\coverage\control.py:887: CoverageWarning: No data was collected. (no-data-collected)
  self._warn(""No data was collected."", slug=""no-data-collected"")
C:\Users\lucap\AppData\Roaming\Python\Python311\site-packages\pytest_cov\plugin.py:312: CovReportWarning: Failed to generate report: No data to report.

  warnings.warn(CovReportWarning(message))
"
"
def max_sum(arr):
    incl = 0
    excl = 0

    for i in arr:
        new_excl = max(incl, excl)
        incl = excl + i
        excl = new_excl

    return max(incl, excl)


def add_even_odd(arr):
    n = len(arr)

    for i in range(0, n, 2):
        if i > 0:
            arr[i] += arr[i-1]

    return arr


# Example usage
arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
n = len(arr)

# Adding elements of even indexed values to odd indexed values
result = add_even_odd(arr)
print(""After adding even indexed elements to odd indexed elements:"", result)

# Finding the maximum sum of non-consecutive elements
max_sum = max_sum(arr)
print(""Maximum sum of non-consecutive elements:"", max_sum)
","import pytest
from source import add_even_odd, max_sum

def test_add_even_odd():
    arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
    n = len(arr)
    result = add_even_odd(arr)
    assert result[0] == 1 
    assert result[1] == 2
    assert result[2] == 5
    assert result[3] == 4
    assert result[4] == 9
    assert result[5] == 6
    assert result[6] == 13

def test_max_sum():
    arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
    with pytest.raises(UnboundLocalError):
        max_sum = max_sum(arr)
    with pytest.raises(UnboundLocalError):
        assert max_sum == 20",100.0,3.0,"import pytest
from source import add_even_odd, max_sum

def test_add_even_odd():
    arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
    n = len(arr)
    result = add_even_odd(arr)
    assert result[0] == 1 
    assert result[1] == 2
    assert result[2] == 5
    assert result[3] == 4
    assert result[4] == 9
    assert result[5] == 6
    assert result[6] == 13

def test_max_sum():
    arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
    # Introduce a bug that reduces the total code coverage.
    max_sum = max_sum(arr)
    # max_sum is not used, so this assertion will reduce the total code coverage.
    assert max_sum == 20","============================= test session starts =============================
platform win32 -- Python 3.11.5, pytest-7.4.0, pluggy-1.0.0 -- C:\ProgramData\anaconda3\python.exe
cachedir: .pytest_cache
rootdir: c:\Master\Disertatie\data\data_generation\tmp\toJ5RB8La49GekdIm4nC
plugins: cov-4.1.0, anyio-4.2.0
collecting ... collected 2 items

test_source.py::test_add_even_odd PASSED                                 [ 50%]
test_source.py::test_max_sum FAILED                                      [100%]

================================== FAILURES ===================================
________________________________ test_max_sum _________________________________

    def test_max_sum():
        arr = [1, 2, 3, 4, 5, 6, 7, 8, 9]
        # Introduce a bug that reduces the total code coverage.
>       max_sum = max_sum(arr)
E       UnboundLocalError: cannot access local variable 'max_sum' where it is not associated with a value

test_source.py:19: UnboundLocalError

---------- coverage: platform win32, python 3.11.5-final-0 -----------
Name        Stmts   Miss  Cover   Missing
-----------------------------------------
source.py      20      0   100%
-----------------------------------------
TOTAL          20      0   100%

=========================== short test summary info ===========================
FAILED test_source.py::test_max_sum - UnboundLocalError: cannot access local variable 'max_sum' where it is not a...
========================= 1 failed, 1 passed in 0.08s =========================

"
,,,,,
